class;cap-diameter;cap-shape;cap-surface;cap-color;does-bruise-or-bleed;gill-attachment;gill-spacing;gill-color;stem-height;stem-width;stem-color;has-ring;ring-type;habitat;season
p;2.96;b;t;k;f;a;c;n;8.78;2.48;n;f;f;g;a
e;9.19;x;e;l;f;x;c;w;7.63;22.84;w;f;f;d;a
e;56.52;o;y;y;f;p;c;y;7.89;46.59;k;f;f;d;s
e;6.39;x;h;n;f;x;c;n;4.81;5.35;n;t;r;d;u
p;5.7;s;k;y;f;p;c;n;4.01;5.3;n;t;f;d;u
e;8.83;x;t;n;t;p;c;n;7.53;18.34;n;t;p;d;a
p;20.65;s;d;n;f;d;c;y;6.51;40.72;n;f;f;d;a
e;5.71;c;t;n;f;f;f;f;5.96;19.93;n;f;f;d;s
e;5.81;f;h;o;f;a;d;y;5.83;5.08;n;f;f;d;a
e;4.47;f;t;n;f;a;d;w;7.5;6.4;o;f;f;d;s
e;8.5;x;t;p;f;x;c;w;8.69;19.95;w;f;f;d;a
e;1.1;b;g;w;f;a;c;g;3.52;1.52;w;f;f;d;s
p;7.66;p;y;n;f;a;c;p;13.6;18.19;w;f;f;d;a
e;4.43;x;h;n;f;a;d;y;6.67;5.32;n;f;f;d;a
p;2.21;f;h;n;f;a;c;n;8.5;3.46;y;f;f;g;a
e;3.53;b;g;n;f;a;d;g;5.08;2.71;g;f;f;d;s
p;6.14;p;g;n;f;e;c;w;7.39;12.39;w;t;p;d;a
p;6.03;x;t;n;f;x;c;y;5.41;15.78;y;f;f;d;a
e;2.64;x;h;n;f;a;c;n;5.85;5.65;w;f;f;d;a
e;6.06;s;w;y;f;f;f;f;4.45;11.7;y;f;f;d;a
e;1.2;p;g;w;f;a;c;g;3.65;1.85;w;f;f;d;s
e;7.12;f;s;b;f;d;d;b;6.39;12.9;w;f;f;d;w
p;2.45;b;t;n;f;a;c;k;8.25;2.48;g;f;f;g;u
p;3.9;b;t;n;f;a;c;k;11.32;6.69;w;t;f;g;w
e;3.99;x;t;y;f;x;c;n;5.72;3.73;w;f;f;d;a
e;5.84;x;t;y;t;x;c;y;7.59;15.75;w;f;f;d;a
e;1.05;b;g;g;f;a;c;g;3.09;1.72;w;f;f;d;u
p;8.39;p;t;n;f;p;c;w;10.17;28.37;n;f;f;d;a
e;1.82;f;w;g;f;a;d;k;5.27;2.65;w;f;f;g;s
e;5.57;o;l;n;f;f;f;f;8.17;51.94;n;f;f;l;a
p;2.12;x;s;g;f;d;c;w;2.63;7.5;w;f;f;g;a
p;1.15;x;g;w;f;a;d;w;3.44;1.52;n;f;f;d;a
e;11.1;f;t;n;t;a;c;w;9.53;17.34;w;t;g;d;a
p;11.7;p;t;n;f;p;c;w;10.53;31.02;n;f;f;d;u
e;10.39;f;e;b;f;a;c;b;4.92;16.19;w;t;f;d;a
e;3.37;x;t;y;f;a;c;y;3.58;9.05;w;f;f;d;a
p;6.64;p;g;n;f;e;c;w;7.78;15.33;w;t;p;d;a
p;5.23;x;t;p;f;a;c;w;3.36;12.64;y;f;f;d;a
p;8.1;x;y;n;f;a;c;n;10.45;11.92;n;t;f;d;a
e;10.32;x;s;n;f;e;c;w;6.98;9.86;w;f;f;d;u
p;1.72;x;g;y;f;d;d;n;2.36;2.64;n;f;f;d;a
p;8.58;x;t;n;t;x;c;u;8.65;19.91;g;f;f;d;a
e;22.29;x;t;n;f;p;c;w;18.54;72.44;n;f;f;d;a
e;7.86;x;s;n;t;p;c;y;7.5;17.08;n;t;p;d;a
e;4.18;b;g;n;f;a;d;g;5.16;3.75;g;f;f;d;w
p;3.35;b;t;g;f;a;c;k;9.43;2.7;n;f;f;g;u
p;2.88;f;y;o;f;a;c;y;2.92;4.88;y;f;f;h;a
e;9.44;s;t;p;t;d;c;o;5.43;17.85;w;f;f;d;u
e;6.89;x;s;b;f;x;c;w;7.6;10.8;n;f;f;l;w
e;9.39;s;t;o;t;d;c;o;6.33;16.53;w;f;f;d;u
e;7.9;f;t;n;f;x;c;w;7.63;20.59;w;f;f;d;u
p;2.3;x;s;o;f;a;c;o;2.9;5.17;o;f;f;m;a
e;10.29;f;y;w;f;e;c;p;24.78;12.81;w;t;e;u;s
p;3.98;x;i;e;f;a;c;e;4.78;5.07;e;f;f;d;a
p;4.08;f;t;b;f;x;c;w;5.43;6.61;w;f;f;d;u
p;1.98;f;t;u;f;a;c;n;2.58;3.29;w;f;f;d;a
e;19.74;x;t;n;f;a;d;k;6.9;23.75;w;f;f;d;w
e;6.79;x;s;o;f;d;d;b;6.54;12.36;w;f;f;m;a
e;9.46;s;t;g;f;s;c;b;6.5;20.43;b;f;f;l;a
p;5.56;c;e;w;t;x;c;p;4.76;12.01;w;f;f;g;a
p;3.3;f;s;o;f;a;c;y;3.46;6.5;y;f;f;h;a
p;11.54;f;t;g;f;e;c;w;10.3;12.29;w;t;e;d;a
e;12.71;s;t;p;t;d;c;o;6.08;17.52;w;f;f;d;a
e;1.52;f;w;n;f;a;d;k;4.74;2.34;w;f;f;g;a
p;1.5;o;k;n;f;a;c;n;3.11;1.51;n;f;f;d;w
p;0.95;x;g;w;f;a;d;w;2.76;1.47;e;f;f;d;u
p;5.55;f;t;y;f;s;d;y;4.56;13.46;y;f;f;d;a
e;15.36;p;y;w;f;a;c;w;27.4;22.98;n;t;m;d;u
p;4.44;f;t;n;f;x;c;p;6.41;4.65;n;f;f;g;a
p;1.66;x;i;l;f;a;c;p;2.56;2.18;w;f;f;g;u
e;6.2;s;t;n;f;d;c;w;5.4;7.76;w;f;f;l;a
e;8.28;s;t;y;f;a;c;w;6.37;16.87;w;f;f;d;w
p;6.17;s;k;n;f;p;c;n;4.38;6.3;n;t;f;d;u
p;10.27;x;e;n;t;p;c;e;7.79;30.83;e;f;f;d;u
e;15.27;x;w;n;f;p;c;y;14.68;54.33;n;f;f;d;a
p;1.07;b;t;y;f;a;c;k;3.64;2.7;n;t;f;m;a
p;10.14;s;t;r;t;d;c;n;5.73;12.73;n;f;f;h;a
e;10.45;f;e;b;f;a;c;b;5.12;20.42;w;t;f;d;a
p;1.46;x;g;n;f;d;d;n;2.18;2.69;n;f;f;h;u
e;4.66;p;s;w;f;e;c;n;3.98;11.84;w;t;e;g;u
e;6.24;p;t;n;f;f;f;f;5.09;20.89;n;f;f;l;s
e;8.5;x;h;n;t;p;c;y;8.53;17.69;n;t;p;d;a
p;3.0;o;t;g;f;f;f;f;3.75;14.48;g;f;f;d;a
p;3.54;b;w;u;f;a;c;u;4.62;6.82;u;f;f;d;u
p;4.18;f;d;b;f;x;c;y;4.69;3.11;n;f;f;d;u
e;20.45;x;d;e;f;p;c;n;17.38;37.86;w;f;f;d;a
p;2.29;p;t;n;f;a;c;g;6.52;2.47;y;t;e;m;a
e;8.55;f;t;n;t;a;c;w;10.29;13.07;w;t;g;d;a
e;55.66;o;y;y;f;p;c;y;6.68;31.29;k;f;f;d;u
p;1.39;x;g;y;f;d;d;n;1.43;2.16;n;f;f;d;a
e;5.5;s;t;n;f;a;c;w;4.88;23.59;n;f;f;d;u
e;8.51;f;t;g;f;s;c;p;6.93;19.8;u;f;f;d;a
e;8.06;x;e;l;f;x;c;w;6.97;18.0;w;f;f;d;a
e;0.97;x;g;e;t;a;c;p;5.68;0.99;n;f;f;d;u
p;6.23;x;e;e;f;a;c;y;7.99;10.0;e;t;z;d;a
p;7.93;o;t;r;f;a;c;y;1.46;14.6;y;f;f;d;w
p;3.29;b;t;n;f;a;c;n;8.79;2.33;n;f;f;g;a
p;4.86;x;h;n;f;a;c;n;4.39;5.74;n;t;z;d;w
e;4.13;f;g;n;f;a;d;g;4.58;3.27;g;f;f;d;s
e;8.36;x;l;w;f;d;c;p;3.47;9.21;w;f;f;d;a
p;13.78;x;s;w;f;s;c;p;8.03;16.76;n;f;f;d;u
e;10.74;f;e;b;f;a;c;b;5.07;18.33;w;t;f;d;a
p;8.3;s;d;e;t;d;c;w;5.55;8.32;e;f;f;d;a
p;2.91;x;t;n;f;x;c;p;7.4;3.89;p;f;f;l;u
p;11.77;f;t;n;f;e;c;w;10.73;10.74;w;t;e;d;u
e;10.14;f;t;g;f;s;c;b;7.35;19.98;u;f;f;l;w
p;4.9;b;h;n;f;a;c;n;9.91;4.79;w;t;f;g;w
p;2.95;b;w;r;f;a;c;r;5.92;7.23;y;f;f;m;a
e;4.06;x;t;w;f;x;c;n;7.95;9.24;w;t;f;d;a
e;9.31;x;s;n;f;e;c;p;6.38;10.01;w;f;f;d;a
p;4.52;o;t;w;f;f;f;f;6.1;35.11;w;t;f;p;u
p;7.01;x;y;w;t;a;c;g;7.37;11.87;w;t;l;g;u
e;7.7;x;t;y;t;x;c;y;7.38;15.81;w;f;f;d;u
e;8.38;f;t;y;f;a;c;w;6.24;14.97;g;f;f;d;w
p;1.67;x;g;y;f;d;d;n;1.89;2.61;n;f;f;h;a
e;18.33;f;y;n;f;a;c;w;21.53;21.19;n;t;m;d;u
p;3.54;x;i;e;f;a;c;e;5.29;6.05;e;f;f;d;a
p;5.77;p;s;n;f;a;c;k;9.53;12.79;w;t;z;d;w
p;3.24;f;d;b;f;x;c;w;3.71;2.68;n;f;f;l;a
p;5.51;f;d;n;f;d;c;n;5.32;6.39;y;t;f;d;a
p;6.79;x;s;g;t;s;d;r;4.41;11.74;n;f;f;d;a
p;5.47;x;e;e;f;a;c;g;6.52;10.01;n;t;z;d;a
p;9.15;x;y;n;f;a;c;y;12.89;12.96;n;t;f;d;a
p;7.15;f;t;r;f;x;c;n;5.7;9.73;w;f;f;d;a
e;9.73;s;t;n;f;s;c;b;7.81;20.35;u;f;f;d;w
e;3.11;s;y;n;f;d;d;p;5.8;3.04;n;f;f;l;a
e;6.96;c;h;n;f;e;c;w;13.69;13.76;n;f;f;d;u
e;8.88;x;h;n;f;p;d;y;6.59;12.14;n;f;f;d;a
e;1.18;c;g;e;t;a;c;p;5.1;1.01;n;f;f;d;u
p;5.99;x;t;g;f;d;c;y;5.99;10.41;n;f;f;l;a
p;4.39;b;t;n;f;x;c;p;6.02;4.17;n;f;f;d;u
e;10.21;x;i;n;t;e;c;p;8.91;16.45;w;t;p;d;a
e;12.86;x;d;e;f;p;c;w;17.07;35.37;w;f;f;d;a
p;7.96;p;y;w;f;a;c;k;14.3;17.39;w;f;f;d;a
e;6.16;b;h;g;f;s;d;w;5.85;10.44;g;f;f;d;u
p;2.0;p;t;n;f;a;c;g;6.64;2.37;y;t;e;m;s
p;3.47;x;s;w;f;d;c;w;2.98;7.46;w;f;f;g;a
p;2.66;x;g;n;f;a;c;w;9.13;2.63;n;f;f;d;a
e;8.52;f;e;b;f;a;c;b;5.09;19.79;w;t;f;d;a
p;10.44;x;t;n;f;p;c;w;10.13;34.21;n;f;f;d;a
e;6.13;x;s;n;f;x;c;w;7.27;9.15;n;f;f;l;a
p;11.35;p;t;n;f;p;c;p;11.53;34.45;n;f;f;d;a
e;6.31;x;h;y;t;x;c;y;4.76;10.29;w;f;f;d;a
e;1.17;f;w;g;f;a;d;g;5.11;2.65;w;f;f;g;s
p;0.73;x;g;y;f;a;c;y;3.42;0.72;w;f;f;d;u
p;11.7;x;t;g;f;e;c;w;10.53;13.45;w;t;g;d;u
e;11.64;s;t;w;t;d;c;p;6.21;24.44;w;f;f;d;u
e;11.21;f;t;g;f;d;c;w;2.38;15.38;w;f;f;d;a
e;4.59;x;t;l;f;d;c;r;6.85;8.82;r;f;f;d;u
p;6.48;f;t;y;f;s;d;y;5.86;13.41;y;f;f;d;a
e;4.29;x;t;n;f;x;c;w;6.48;4.5;w;f;f;d;u
p;2.28;b;t;n;f;a;c;g;4.33;1.8;g;f;f;d;a
p;3.99;x;h;y;f;a;c;y;6.01;7.55;o;f;f;g;a
e;5.87;f;y;g;f;s;c;w;5.52;9.43;w;f;f;d;u
e;5.81;x;h;n;f;a;d;y;6.86;5.48;n;f;f;d;s
p;2.96;o;t;k;f;f;f;f;3.52;17.91;n;f;f;d;u
p;1.26;x;s;o;f;a;c;y;2.28;5.23;o;f;f;h;a
p;6.09;b;s;k;f;e;c;y;8.79;7.91;y;f;f;m;a
e;6.7;x;t;n;f;p;d;y;5.81;10.51;n;f;f;h;u
p;8.9;x;t;g;t;x;c;n;10.38;19.94;n;f;f;d;a
p;5.3;x;t;y;f;s;d;y;4.46;10.08;y;f;f;d;a
p;3.27;o;s;o;f;f;f;f;0.0;0.0;f;t;f;d;u
e;8.13;x;t;n;f;p;d;y;8.18;12.23;n;f;f;h;a
e;1.6;x;w;n;f;a;d;k;4.53;2.38;w;f;f;g;w
p;14.99;f;g;e;f;e;c;w;17.08;17.14;w;t;g;d;a
p;9.52;x;y;o;f;a;c;y;13.29;23.48;y;t;r;d;a
p;6.13;c;i;y;f;a;c;n;7.0;8.13;w;f;f;d;a
p;4.51;x;h;n;f;a;c;n;4.96;7.07;o;t;z;d;w
e;7.87;x;t;g;f;a;c;w;6.62;12.9;w;f;f;g;a
p;6.21;f;d;e;t;d;c;w;4.41;6.73;e;f;f;d;a
e;7.86;x;t;p;f;x;c;w;8.58;15.41;w;f;f;d;a
p;1.11;b;t;y;f;a;c;g;4.09;2.57;n;t;f;g;a
p;6.23;s;d;n;t;d;c;y;5.63;8.26;e;f;f;d;a
e;7.0;f;y;n;f;e;c;n;5.48;14.07;w;t;l;w;a
p;2.83;f;s;o;f;d;c;y;3.33;5.75;o;f;f;m;a
p;7.7;s;t;e;t;d;c;b;7.77;8.23;e;f;f;d;a
e;11.45;x;t;n;t;p;c;y;10.33;23.56;n;f;f;d;u
p;3.16;c;i;y;f;a;c;r;4.84;5.26;w;f;f;d;a
e;5.41;s;t;n;f;d;c;w;5.39;8.34;w;f;f;h;a
p;2.43;f;i;l;f;a;c;w;4.03;2.64;w;f;f;g;u
e;7.14;x;h;n;f;a;d;n;6.62;6.06;w;t;l;d;u
p;1.74;x;i;k;f;a;c;p;3.23;2.49;w;f;f;g;a
p;3.51;x;y;n;f;a;c;w;5.43;3.47;n;t;r;g;u
p;19.33;x;s;n;t;p;c;e;10.77;36.4;y;f;f;d;a
p;8.49;x;h;r;f;a;c;w;10.81;13.36;w;t;g;d;u
e;11.79;s;t;w;t;d;c;p;6.17;27.14;w;f;f;d;u
e;8.13;s;t;g;f;s;c;u;6.54;18.32;u;f;f;d;a
p;6.18;x;i;y;f;a;c;n;7.02;6.6;n;t;z;d;u
p;3.36;s;w;n;t;d;c;n;3.93;6.46;n;f;f;d;u
p;4.41;f;d;b;f;x;c;y;5.54;3.38;n;f;f;d;u
p;3.52;b;t;g;f;a;c;k;10.09;2.73;g;f;f;g;u
p;3.14;b;y;n;f;a;c;w;4.98;4.34;w;f;f;d;a
p;5.57;x;h;r;f;a;c;w;10.99;14.66;w;t;p;d;a
p;1.64;o;k;n;f;a;c;n;4.6;1.49;n;f;f;d;s
p;8.66;f;t;y;f;x;c;n;6.14;11.62;w;f;f;d;u
p;8.24;b;y;w;f;a;c;p;15.92;17.57;w;f;f;d;a
e;4.07;x;t;n;f;p;c;n;5.1;11.22;e;f;f;d;u
p;8.05;x;t;n;f;a;d;w;12.43;31.66;w;f;f;d;u
e;6.47;f;g;n;f;s;c;n;9.25;13.26;o;f;f;d;a
p;3.5;x;t;n;f;x;c;p;8.28;4.11;n;f;f;d;a
e;7.64;x;d;y;t;p;c;y;7.6;15.11;y;f;f;d;u
e;7.02;x;t;n;t;p;c;g;8.31;22.42;w;f;f;d;u
p;0.93;x;s;o;f;d;c;y;3.04;6.16;o;f;f;h;a
p;1.6;b;t;g;f;a;c;g;4.8;2.09;n;f;f;d;u
p;6.92;s;d;o;f;d;c;o;3.61;6.98;y;f;f;h;a
e;4.54;x;s;n;f;p;c;n;5.26;12.08;n;f;f;d;a
p;8.42;x;h;r;f;a;c;w;10.96;13.85;w;t;g;d;u
e;7.37;f;t;y;f;a;c;w;5.97;16.02;g;f;f;d;u
e;8.72;x;t;n;t;p;c;y;7.87;17.64;n;t;p;d;a
p;18.83;s;k;w;t;d;d;w;6.86;27.6;w;f;f;d;u
e;25.12;x;w;n;f;p;c;y;16.65;83.04;n;f;f;d;a
e;7.09;f;h;g;f;s;d;g;6.54;11.62;g;f;f;d;u
e;8.52;f;g;n;f;s;c;n;9.6;12.93;o;f;f;d;a
e;19.44;p;d;o;f;p;c;w;16.17;36.77;w;f;f;d;a
e;6.27;f;i;n;f;e;c;n;3.65;11.6;w;t;l;w;a
p;11.4;x;e;y;t;p;c;e;9.9;29.77;e;f;f;d;u
e;1.51;x;s;y;f;d;c;w;5.3;1.39;y;f;f;d;a
e;10.46;f;t;n;t;a;c;w;12.31;19.81;w;t;g;d;a
p;6.91;f;t;e;f;x;d;w;6.76;18.87;w;f;f;d;u
e;11.33;x;t;n;t;p;c;y;9.63;22.9;n;f;f;d;u
e;4.24;f;g;g;f;a;d;g;6.33;3.29;g;f;f;d;a
p;2.74;f;d;b;f;x;c;y;4.13;2.82;n;f;f;d;a
p;3.88;x;h;o;f;a;c;n;4.94;6.02;o;t;z;d;w
e;9.52;f;e;b;f;a;c;b;4.51;18.68;w;t;f;d;a
e;3.86;x;t;w;f;a;c;r;5.67;7.33;r;f;f;d;a
e;8.88;x;h;n;t;p;c;y;8.36;21.87;n;f;f;d;a
p;8.13;s;t;r;t;d;c;o;5.09;12.71;w;t;f;d;u
e;3.12;f;s;w;f;d;d;w;2.73;5.76;w;f;f;m;w
p;3.14;b;y;e;f;e;c;w;5.16;3.49;w;t;e;d;u
e;3.33;b;y;n;f;a;c;n;7.44;3.47;w;f;f;d;s
p;3.11;s;t;u;f;a;c;w;4.11;7.37;y;f;f;d;a
e;9.01;s;t;w;t;d;c;o;5.59;16.37;w;f;f;d;a
e;7.18;x;t;n;t;p;c;g;10.01;22.76;w;f;f;d;u
p;7.32;x;s;n;t;s;d;r;6.45;15.45;w;f;f;d;u
e;5.4;p;t;n;f;f;f;f;5.63;19.67;n;f;f;d;s
p;1.59;x;t;n;f;a;c;k;4.78;2.47;n;f;f;g;u
p;2.87;s;d;w;f;a;d;p;3.82;2.58;w;f;f;g;a
p;9.34;f;t;n;f;x;c;w;10.37;12.2;w;f;f;d;u
e;5.33;f;h;g;f;s;d;g;4.72;9.85;g;f;f;d;u
p;0.88;x;t;o;f;d;c;o;4.87;1.11;y;f;f;g;u
p;5.98;s;t;n;f;x;c;y;5.94;15.62;y;f;f;d;a
e;7.38;x;t;n;f;a;c;w;8.41;14.03;g;f;f;d;a
e;3.74;o;l;n;f;f;f;f;6.26;48.78;n;f;f;d;w
p;3.77;b;s;y;f;a;c;y;7.07;7.11;y;t;z;d;w
e;10.23;f;e;b;f;a;c;b;5.05;21.33;w;t;f;d;a
e;4.52;f;t;y;f;x;c;n;5.95;3.6;w;f;f;d;a
p;7.91;p;g;n;f;e;c;w;6.97;12.02;w;t;p;d;a
e;1.92;x;t;u;f;a;d;u;5.26;3.92;w;f;f;d;w
p;1.08;x;g;w;f;a;d;w;3.65;1.65;e;f;f;d;a
p;2.13;x;i;l;f;a;c;w;4.73;2.53;w;f;f;g;a
p;6.67;x;d;n;t;d;c;n;7.25;10.64;e;f;f;d;a
p;0.76;x;g;n;f;a;c;n;4.44;1.1;k;f;f;d;s
e;10.93;x;i;n;t;e;c;p;8.78;17.39;w;t;p;l;a
e;6.86;x;t;y;f;e;c;w;6.15;12.62;y;t;g;d;a
p;9.18;s;t;p;t;d;c;p;7.31;14.87;p;t;f;d;a
e;12.14;f;s;e;f;a;d;w;9.25;16.07;n;t;f;d;w
e;2.91;b;y;n;f;a;c;k;6.24;2.7;w;f;f;d;u
e;1.44;x;w;g;f;a;d;g;5.12;2.61;w;f;f;g;a
e;6.53;s;t;n;f;d;c;w;4.88;8.48;w;f;f;d;a
p;5.34;x;d;n;t;d;c;w;4.42;7.04;e;f;f;d;a
p;4.51;b;h;n;f;a;c;n;10.53;6.27;w;t;f;g;u
p;5.1;f;k;n;f;a;c;y;6.23;7.31;n;t;f;d;a
e;1.36;f;w;g;f;a;d;g;4.75;2.43;w;f;f;d;w
e;4.71;f;y;n;f;s;c;g;4.45;7.64;w;f;f;d;a
e;4.61;x;h;n;f;x;c;w;4.89;5.42;n;t;r;d;a
p;5.67;f;t;u;f;a;c;w;5.28;9.41;y;f;f;d;u
p;0.98;b;t;n;f;a;c;k;3.56;2.46;n;t;f;m;a
p;4.23;s;w;u;f;a;c;g;6.4;5.82;u;f;f;l;u
p;9.44;x;t;n;f;p;c;p;11.31;33.7;n;f;f;d;a
e;7.85;f;y;n;f;e;c;n;5.12;13.04;w;t;r;w;a
e;6.46;x;y;w;f;e;c;p;4.2;11.83;w;t;e;m;a
e;6.41;x;y;n;f;e;c;p;5.01;9.92;n;f;f;d;a
p;9.41;x;h;r;f;a;c;w;11.17;14.5;w;t;p;d;a
p;5.15;x;t;n;f;s;c;p;7.05;11.67;w;t;z;d;a
e;5.29;x;t;r;f;a;c;r;6.44;8.16;r;f;f;d;a
e;3.66;f;d;p;t;d;c;p;4.27;5.55;g;f;f;d;a
p;9.23;x;t;u;t;x;c;u;10.9;21.57;g;f;f;d;a
p;6.09;x;s;g;t;s;d;r;5.69;15.08;w;f;f;d;a
p;9.72;o;t;n;f;f;f;f;3.57;24.97;n;f;f;d;u
p;4.43;b;t;n;f;x;c;p;5.95;4.59;g;f;f;g;u
e;3.49;s;t;y;f;f;f;f;6.53;7.89;o;f;f;d;a
e;1.5;c;g;n;f;a;c;g;4.91;1.45;g;f;f;l;a
e;52.31;o;y;y;f;p;c;y;7.57;38.29;n;f;f;d;u
e;21.16;x;w;n;f;p;c;y;19.0;77.2;n;f;f;d;u
e;5.06;x;y;g;f;s;c;w;4.46;7.09;w;f;f;d;u
e;18.52;s;s;k;f;a;d;k;8.55;25.79;w;f;f;d;a
p;7.44;b;y;n;f;a;c;k;15.88;17.55;w;f;f;d;a
p;13.43;f;t;g;t;d;c;n;5.39;26.39;r;f;f;l;a
p;3.23;b;w;p;f;a;c;r;5.59;6.78;r;f;f;g;a
p;7.08;x;t;n;f;x;c;w;15.26;7.43;n;f;f;d;u
p;3.2;f;d;n;f;x;c;y;4.9;2.92;n;f;f;l;u
e;1.58;c;g;n;f;a;c;w;4.79;1.57;g;f;f;d;a
p;12.1;x;e;n;t;p;c;o;8.5;24.17;u;f;f;d;u
e;6.4;s;w;y;f;f;f;f;4.84;17.86;y;f;f;d;a
p;3.87;x;h;o;f;a;c;n;4.7;5.7;n;t;z;d;w
p;4.63;f;t;n;f;x;c;p;7.0;4.92;g;f;f;g;u
e;6.39;f;h;k;f;s;d;w;5.57;10.71;g;f;f;d;a
p;9.97;p;t;n;f;p;c;p;10.74;33.74;n;f;f;d;a
p;8.49;p;t;n;f;p;c;w;9.83;30.7;n;f;f;d;a
p;4.96;f;l;y;f;x;d;y;5.1;4.71;y;f;f;d;a
e;8.59;x;s;w;f;s;c;w;6.93;29.67;w;f;f;m;u
e;8.82;x;h;n;t;p;c;y;7.71;22.43;n;f;f;d;a
p;3.21;s;s;g;f;d;c;w;2.97;7.05;w;f;f;g;u
e;1.3;p;g;g;f;a;c;g;3.27;1.65;w;f;f;d;s
p;5.82;f;y;u;f;s;c;y;6.98;17.29;u;f;f;d;a
p;5.74;c;k;y;t;x;c;p;5.8;13.3;w;f;f;d;s
p;1.05;x;g;w;f;a;d;w;2.92;1.68;e;f;f;l;u
p;3.39;f;t;b;f;x;c;w;3.36;5.33;w;f;f;d;a
e;5.66;x;h;y;t;x;c;y;8.15;16.84;w;f;f;d;a
p;1.46;x;t;n;f;a;c;k;5.48;2.54;n;f;f;g;a
p;3.76;x;y;n;f;a;c;w;5.64;3.67;n;t;r;d;a
e;5.02;x;t;g;f;a;d;n;4.16;3.64;g;t;l;d;w
p;8.58;x;t;u;t;x;c;n;9.19;21.08;g;f;f;d;a
e;6.33;x;h;n;f;x;c;w;5.62;6.54;n;t;r;d;u
p;7.53;x;y;w;t;a;c;n;7.33;12.55;w;t;l;d;a
p;7.77;x;g;n;f;e;c;w;7.05;14.45;w;t;p;d;u
p;12.78;f;t;g;t;d;c;w;5.3;27.75;r;f;f;d;a
p;0.72;f;t;o;f;d;c;o;4.65;0.9;y;f;f;g;u
p;2.0;x;i;k;f;a;c;p;3.77;2.46;w;f;f;g;u
p;0.96;x;g;w;f;a;d;w;2.93;1.41;e;f;f;d;u
p;9.95;s;t;p;t;d;c;p;8.28;15.12;p;t;f;d;u
e;7.69;x;d;y;t;p;c;y;5.45;13.11;e;f;f;d;a
p;3.41;x;i;e;f;a;c;e;3.74;4.52;e;f;f;d;a
p;2.23;p;t;n;f;a;c;n;6.57;2.38;y;t;e;m;a
p;4.03;x;i;e;f;a;c;e;4.48;5.38;e;f;f;d;a
e;5.8;s;t;y;f;a;c;w;5.84;13.78;g;f;f;d;a
e;9.9;x;i;n;t;e;c;p;8.69;16.59;w;t;l;l;a
p;1.62;f;i;l;f;a;c;p;3.41;2.54;w;f;f;g;a
p;13.13;x;h;w;f;s;c;y;8.01;19.14;n;f;f;d;a
p;7.02;p;g;n;f;e;c;w;7.7;13.8;w;t;p;d;u
p;3.98;s;t;n;t;d;c;b;5.97;5.15;n;f;f;d;a
e;7.96;s;t;g;f;s;c;g;7.03;18.31;u;f;f;d;a
p;7.15;x;i;y;f;a;c;n;7.36;7.88;n;t;z;g;u
p;1.76;x;k;n;f;a;c;n;4.26;1.65;n;f;f;d;w
p;4.0;s;w;u;f;a;c;u;5.44;5.85;u;f;f;d;a
p;0.85;x;g;w;f;a;d;w;2.8;1.25;n;f;f;l;a
p;1.58;b;t;n;f;a;c;g;4.35;1.77;n;f;f;d;a
e;15.7;x;t;n;f;a;d;k;7.13;22.87;w;f;f;d;w
p;13.39;x;d;y;f;a;c;o;16.44;28.37;o;t;r;d;u
e;10.1;x;t;n;t;a;c;w;10.5;14.51;w;t;g;d;a
p;7.08;x;h;e;f;x;d;w;5.3;16.42;w;f;f;d;a
e;11.49;x;s;w;t;e;c;n;10.03;18.2;w;t;l;m;a
p;10.36;x;t;u;t;x;c;n;10.09;20.68;n;f;f;d;a
p;2.61;x;d;w;f;d;d;p;2.96;2.24;w;f;f;g;u
p;3.14;o;l;g;f;f;f;f;0.0;0.0;f;f;f;d;u
p;6.55;x;s;n;f;s;c;g;5.93;7.92;n;f;f;d;w
e;6.78;x;t;n;f;p;d;y;6.11;11.14;n;f;f;h;u
p;3.26;s;s;g;f;d;c;w;2.38;6.56;w;f;f;g;a
p;1.62;b;h;n;f;a;c;n;4.2;1.57;n;f;f;d;u
p;12.82;f;t;r;t;d;c;w;4.77;23.95;r;f;f;d;a
p;2.59;x;y;n;f;a;c;w;5.16;3.35;n;t;r;g;u
e;8.45;x;h;y;t;x;c;y;7.97;16.79;w;f;f;d;u
e;4.36;f;y;g;f;s;c;w;4.08;6.25;w;f;f;d;a
e;6.64;x;h;y;t;x;c;y;6.33;10.86;w;f;f;d;u
p;2.32;f;w;n;t;d;c;n;3.12;4.77;n;f;f;d;a
e;3.31;x;s;w;f;d;d;w;3.41;5.65;w;f;f;m;a
e;8.16;f;s;n;f;s;c;w;5.94;9.68;w;f;f;g;a
p;5.18;x;e;e;f;a;c;w;7.86;10.34;e;t;z;d;a
e;9.23;s;t;g;f;s;c;p;7.82;19.74;u;f;f;g;w
e;9.49;x;s;n;f;e;c;w;8.43;11.13;w;f;f;d;s
p;3.68;f;t;n;f;x;c;p;5.37;3.56;g;f;f;d;a
p;2.28;b;t;g;f;a;c;g;5.21;1.83;g;f;f;d;u
e;3.95;x;t;w;f;x;c;w;7.46;6.87;n;t;f;g;u
e;3.75;x;t;n;f;d;c;o;6.44;8.34;w;f;f;d;a
e;4.32;f;t;n;f;d;c;o;6.27;7.37;o;f;f;d;w
p;3.2;f;t;u;f;a;c;n;3.6;3.55;w;f;f;p;a
